UNIQUE_IDENTIFIER,LOCAL_DEPARTURE_AT,LOCAL_ACTUAL_DEPARTURE_AT,LOCAL_ARRIVAL_AT,LOCAL_ACTUAL_ARRIVAL_AT,GMT_DEPARTURE_AT,GMT_ACTUAL_DEPARTURE_AT,GMT_ARRIVAL_AT,GMT_ACTUAL_ARRIVAL_AT,DEPARTURE_AIRPORT_CODE,ARRIVAL_AIRPORT_CODE,AIRLINE_CODE,DELAY_MINS,ARRIVAL_STATUS,CREATED_AT,UPDATED_AT
EW-6891-20231223-MUC-PMI,2023-12-23 10:55:00.000,,2023-12-23 13:05:00.000,,2023-12-23 09:55:00.000,,2023-12-23 12:05:00.000,,MUC,PMI,EW,,OT,2023-11-24 01:36:48.000,2023-12-23 09:44:43.000
EW-6891-20231223-MUC-PMI,2023-12-23 10:55:00.000,2023-12-23 11:10:00.000,2023-12-23 13:05:00.000,2023-12-23 13:15:00.000,2023-12-23 09:55:00.000,2023-12-23 10:10:00.000,2023-12-23 12:05:00.000,2023-12-23 12:15:00.000,MUC,PMI,EW,10,DY,2023-11-24 01:36:48.000,2023-12-23 13:15:54.000
AF-4804-20230523-MAD-PMI,2023-05-23 21:45:00.000,,2023-05-23 23:05:00.000,,2023-05-23 19:45:00.000,,2023-05-23 21:05:00.000,,MAD,PMI,AF,,CX,2023-05-15 01:55:11.000,2023-05-23 09:30:21.000
EI-8337-20230630-DUB-LHR,2023-06-30 15:20:00.000,,2023-06-30 16:45:00.000,,2023-06-30 14:20:00.000,,2023-06-30 15:45:00.000,,DUB,LHR,EI,,EY,2023-06-16 02:58:21.000,2023-06-30 13:25:13.000
IB-141-20231020-TFN-LPA,2023-10-20 17:00:00.000,,2023-10-20 17:30:00.000,,2023-10-20 16:00:00.000,,2023-10-20 16:30:00.000,,TFN,LPA,IB,,,2023-09-21 02:43:20.000,2023-10-20 01:18:28.000
IB-141-20231020-TFN-LPA,2023-10-20 17:00:00.000,,2023-10-20 17:30:00.000,,2023-10-20 16:00:00.000,,2023-10-20 16:30:00.000,,TFN,LPA,IB,,OT,2023-09-21 02:43:20.000,2023-10-20 04:44:13.000
IB-5523-20231222-CDG-BCN,2023-12-22 21:55:00.000,,2023-12-22 23:45:00.000,,2023-12-22 20:55:00.000,,2023-12-22 22:45:00.000,,CDG,BCN,IB,,CX,2023-11-23 01:33:29.000,2023-12-15 08:50:24.000
AF-4839-20230608-MAD-IBZ,2023-06-08 08:15:00.000,2023-06-08 08:20:00.000,2023-06-08 09:30:00.000,,2023-06-08 06:15:00.000,2023-06-08 06:20:00.000,2023-06-08 07:30:00.000,,MAD,IBZ,AF,,EY,2023-05-30 01:26:11.000,2023-06-08 06:24:18.000
AF-4839-20230608-MAD-IBZ,2023-06-08 08:15:00.000,,2023-06-08 09:30:00.000,,2023-06-08 06:15:00.000,,2023-06-08 07:30:00.000,,MAD,IBZ,AF,,EY,2023-05-30 01:26:11.000,2023-06-08 01:48:41.000
EI-8337-20230630-DUB-LHR,2023-06-30 15:20:00.000,2023-06-30 16:15:00.000,2023-06-30 16:45:00.000,,2023-06-30 14:20:00.000,2023-06-30 15:15:00.000,2023-06-30 15:45:00.000,,DUB,LHR,EI,,DY,2023-06-16 02:58:21.000,2023-06-30 15:46:52.000
EW-6891-20231223-MUC-PMI,2023-12-23 10:55:00.000,,2023-12-23 13:05:00.000,,2023-12-23 09:55:00.000,,2023-12-23 12:05:00.000,,MUC,PMI,EW,,CX,2023-11-24 01:36:48.000,2023-12-15 06:24:05.000
BA-8461-20240401-LCY-IBZ,2024-04-01 10:55:00.000,,2024-04-01 14:20:00.000,,2024-04-01 09:55:00.000,,2024-04-01 12:20:00.000,,LCY,IBZ,BA,,EY,2024-03-03 01:26:53.000,2024-04-01 00:52:37.000
DY-1805-20240531-AGP-OSL,2024-05-31 19:55:00.000,,2024-05-31 23:55:00.000,,2024-05-31 17:55:00.000,,2024-05-31 21:55:00.000,,AGP,OSL,DY,,CX,2024-05-02 00:35:15.000,2024-05-31 10:59:48.000
FR-5355-20240715-IBZ-MAD,2024-07-15 23:45:00.000,,2024-07-16 01:05:00.000,,2024-07-15 21:45:00.000,,2024-07-15 23:05:00.000,,IBZ,MAD,FR,,EY,2024-06-16 00:33:06.000,2024-07-15 23:59:15.000
AY-962-20240715-CPH-HEL,2024-07-15 06:45:00.000,,2024-07-15 09:15:00.000,,2024-07-15 04:45:00.000,,2024-07-15 06:15:00.000,,CPH,HEL,AY,,OT,2024-06-16 00:21:19.000,2024-07-14 19:58:46.000
AY-962-20240715-CPH-HEL,2024-07-15 06:45:00.000,,2024-07-15 09:15:00.000,,2024-07-15 04:45:00.000,,2024-07-15 06:15:00.000,,CPH,HEL,AY,,OT,2024-06-16 00:21:19.000,2024-07-14 20:40:04.000
AY-962-20240715-CPH-HEL,2024-07-15 06:45:00.000,,2024-07-15 09:15:00.000,,2024-07-15 04:45:00.000,,2024-07-15 06:15:00.000,,CPH,HEL,AY,,OT,2024-06-16 00:21:19.000,2024-07-15 15:18:10.000
AY-962-20240715-CPH-HEL,2024-07-15 06:45:00.000,2024-07-15 06:40:00.000,2024-07-15 09:15:00.000,,2024-07-15 04:45:00.000,2024-07-15 04:40:00.000,2024-07-15 06:15:00.000,,CPH,HEL,AY,,NS,2024-06-16 00:21:19.000,2024-07-15 17:12:36.000
AY-962-20240715-CPH-HEL,2024-07-15 06:45:00.000,2024-07-15 06:40:00.000,2024-07-15 09:15:00.000,,2024-07-15 04:45:00.000,2024-07-15 04:40:00.000,2024-07-15 06:15:00.000,,CPH,HEL,AY,,NS,2024-06-16 00:21:19.000,2024-07-15 17:13:05.000
IB-3008-20240715-MAD-BCN,2024-07-15 08:15:00.000,2024-07-15 08:13:00.000,2024-07-15 09:30:00.000,,2024-07-15 06:15:00.000,2024-07-15 06:13:00.000,2024-07-15 07:30:00.000,,MAD,BCN,IB,,EY,2024-06-16 00:36:28.000,2024-07-15 17:27:19.000
FR-5355-20240715-IBZ-MAD,2024-07-15 23:45:00.000,,2024-07-16 01:05:00.000,,2024-07-15 21:45:00.000,,2024-07-15 23:05:00.000,,IBZ,MAD,FR,,DY,2024-06-16 00:33:06.000,2024-07-16 02:31:48.000
IB-3008-20240715-MAD-BCN,2024-07-15 08:15:00.000,,2024-07-15 09:30:00.000,,2024-07-15 06:15:00.000,,2024-07-15 07:30:00.000,,MAD,BCN,IB,,OT,2024-06-16 00:36:28.000,2024-07-15 10:45:11.000
AC-9183-20240102-BCN-FRA,2024-01-02 05:50:00.000,,2024-01-02 08:00:00.000,,2024-01-02 04:50:00.000,,2024-01-02 07:00:00.000,,BCN,FRA,AC,,OT,2023-12-04 01:19:06.000,2024-01-01 22:25:10.000
KL-1921-20240111-AMS-GDN,2024-01-11 15:45:00.000,,2024-01-11 17:30:00.000,,2024-01-11 14:45:00.000,,2024-01-11 16:30:00.000,,AMS,GDN,KL,,,2023-12-13 01:42:45.000,2024-01-09 15:46:16.000
KL-1704-20240111-MAD-AMS,2024-01-11 16:50:00.000,,2024-01-11 19:35:00.000,,2024-01-11 15:50:00.000,,2024-01-11 18:35:00.000,,MAD,AMS,KL,,,2023-12-13 01:43:00.000,2024-01-11 15:19:30.000
KL-1704-20240111-MAD-AMS,2024-01-11 16:50:00.000,2024-01-11 16:51:00.000,2024-01-11 19:35:00.000,,2024-01-11 15:50:00.000,2024-01-11 15:51:00.000,2024-01-11 18:35:00.000,,MAD,AMS,KL,,NS,2023-12-13 01:43:00.000,2024-01-11 17:45:17.000
KL-1704-20240111-MAD-AMS,2024-01-11 16:50:00.000,2024-01-11 16:51:00.000,2024-01-11 19:35:00.000,,2024-01-11 15:50:00.000,2024-01-11 15:51:00.000,2024-01-11 18:35:00.000,,MAD,AMS,KL,,NS,2023-12-13 01:43:00.000,2024-01-11 17:46:11.000
KL-1921-20240111-AMS-GDN,2024-01-11 15:45:00.000,,2024-01-11 17:30:00.000,,2024-01-11 14:45:00.000,,2024-01-11 16:30:00.000,,AMS,GDN,KL,,CX,2023-12-13 01:42:45.000,2023-12-15 10:13:15.000
KL-1921-20240111-AMS-GDN,2024-01-11 15:45:00.000,,2024-01-11 17:30:00.000,,2024-01-11 14:45:00.000,,2024-01-11 16:30:00.000,,AMS,GDN,KL,,,2023-12-13 01:42:45.000,2024-01-11 14:51:36.000
KL-1704-20240111-MAD-AMS,2024-01-11 16:50:00.000,2024-01-11 16:51:00.000,2024-01-11 19:35:00.000,2024-01-11 19:15:00.000,2024-01-11 15:50:00.000,2024-01-11 15:51:00.000,2024-01-11 18:35:00.000,2024-01-11 18:15:00.000,MAD,AMS,KL,-20,EY,2023-12-13 01:43:00.000,2024-01-11 18:16:05.000
U2-8610-20210605-AGP-LGW,2021-06-05 17:15:00.000,,2021-06-05 19:05:00.000,,2021-06-05 15:15:00.000,,2021-06-05 18:05:00.000,,AGP,LGW,U2,,EY,2021-05-27 23:50:58.000,2021-06-05 12:05:20.000
U2-8610-20210605-AGP-LGW,2021-06-05 17:15:00.000,,2021-06-05 19:05:00.000,,2021-06-05 15:15:00.000,,2021-06-05 18:05:00.000,,AGP,LGW,U2,,EY,2021-05-27 23:50:58.000,2021-06-05 12:17:13.000
FR-4545-20221102-BCN-OPO,2022-11-02 06:40:00.000,,2022-11-02 07:40:00.000,,2022-11-02 05:40:00.000,,2022-11-02 07:40:00.000,,BCN,OPO,FR,,OT,2022-10-25 00:13:23.000,2022-11-02 05:44:20.000
IB-5310-20221218-SVQ-TFN,2022-12-18 20:50:00.000,,2022-12-18 22:05:00.000,,2022-12-18 19:50:00.000,,2022-12-18 22:05:00.000,,SVQ,TFN,IB,,OT,2022-12-10 10:26:42.000,2022-12-18 20:06:12.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 01:06:49.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 01:14:58.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 01:49:10.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 02:12:14.000
LS-1204-20211120-AGP-BHX,2021-11-20 15:30:00.000,2021-11-20 15:26:00.000,2021-11-20 17:35:00.000,2021-11-20 17:04:00.000,2021-11-20 14:30:00.000,2021-11-20 14:26:00.000,2021-11-20 17:35:00.000,2021-11-20 17:04:00.000,AGP,BHX,LS,-31,EY,2021-11-12 01:41:16.000,2021-11-20 17:14:46.000
IB-6824-20220714-GRU-MAD,2022-07-14 14:20:00.000,,2022-07-15 05:45:00.000,,2022-07-14 17:20:00.000,,2022-07-15 03:45:00.000,,GRU,MAD,IB,,OT,2022-07-06 00:45:02.000,2022-07-14 19:57:33.000
CX-250-20221013-LHR-HKG,2022-10-13 18:20:00.000,,2022-10-14 13:45:00.000,,2022-10-13 17:20:00.000,,2022-10-14 05:45:00.000,,LHR,HKG,CX,,,2022-10-04 23:56:23.000,2022-10-13 00:02:43.000
IB-5391-20221130-VLC-PMI,2022-11-30 22:15:00.000,,2022-11-30 23:10:00.000,,2022-11-30 21:15:00.000,,2022-11-30 22:10:00.000,,VLC,PMI,IB,,,2022-11-22 01:49:52.000,2022-11-22 01:49:52.000
IB-5310-20221218-SVQ-TFN,2022-12-18 20:50:00.000,2022-12-18 21:09:00.000,2022-12-18 22:05:00.000,,2022-12-18 19:50:00.000,2022-12-18 20:09:00.000,2022-12-18 22:05:00.000,,SVQ,TFN,IB,,DY,2022-12-10 10:26:42.000,2022-12-18 21:12:43.000
EY-1567-20210605-LIS-OPO,2021-06-05 18:00:00.000,,2021-06-05 18:55:00.000,,2021-06-05 17:00:00.000,,2021-06-05 17:55:00.000,,LIS,OPO,EY,,,2021-05-27 23:36:57.000,2021-06-05 00:03:37.000
EY-1567-20210605-LIS-OPO,2021-06-05 18:00:00.000,,2021-06-05 18:55:00.000,,2021-06-05 17:00:00.000,,2021-06-05 17:55:00.000,,LIS,OPO,EY,,OT,2021-05-27 23:36:57.000,2021-06-05 00:09:13.000
EW-9593-20211009-PMI-DUS,2021-10-09 17:50:00.000,,2021-10-09 20:15:00.000,,2021-10-09 15:50:00.000,,2021-10-09 18:15:00.000,,PMI,DUS,EW,,,2021-09-30 23:46:49.000,2021-09-30 23:46:49.000
EY-4390-20211009-LPA-MAD,2021-10-09 10:00:00.000,,2021-10-09 13:45:00.000,,2021-10-09 09:00:00.000,,2021-10-09 11:45:00.000,,LPA,MAD,EY,,,2021-09-30 23:47:18.000,2021-09-30 23:47:18.000
IB-5248-20211117-LPA-SVQ,2021-11-17 15:05:00.000,,2021-11-17 18:20:00.000,,2021-11-17 15:05:00.000,,2021-11-17 17:20:00.000,,LPA,SVQ,IB,,OT,2021-11-09 02:41:29.000,2021-11-17 14:42:02.000
IB-5248-20211117-LPA-SVQ,2021-11-17 15:05:00.000,2021-11-17 15:21:00.000,2021-11-17 18:20:00.000,2021-11-17 18:24:00.000,2021-11-17 15:05:00.000,2021-11-17 15:21:00.000,2021-11-17 17:20:00.000,2021-11-17 17:24:00.000,LPA,SVQ,IB,4,DY,2021-11-09 02:41:29.000,2021-11-17 17:39:28.000
LS-1204-20211120-AGP-BHX,2021-11-20 15:30:00.000,,2021-11-20 17:35:00.000,,2021-11-20 14:30:00.000,,2021-11-20 17:35:00.000,,AGP,BHX,LS,,EY,2021-11-12 01:41:16.000,2021-11-20 09:36:56.000
LS-1204-20211120-AGP-BHX,2021-11-20 15:30:00.000,,2021-11-20 17:35:00.000,,2021-11-20 14:30:00.000,,2021-11-20 17:35:00.000,,AGP,BHX,LS,,EY,2021-11-12 01:41:16.000,2021-11-20 13:55:49.000
LS-1204-20211120-AGP-BHX,2021-11-20 15:30:00.000,,2021-11-20 17:35:00.000,,2021-11-20 14:30:00.000,,2021-11-20 17:35:00.000,,AGP,BHX,LS,,EY,2021-11-12 01:41:16.000,2021-11-20 14:37:29.000
LS-1204-20211120-AGP-BHX,2021-11-20 15:30:00.000,,2021-11-20 17:35:00.000,,2021-11-20 14:30:00.000,,2021-11-20 17:35:00.000,,AGP,BHX,LS,,EY,2021-11-12 01:41:16.000,2021-11-20 14:39:04.000
LS-1204-20211120-AGP-BHX,2021-11-20 15:30:00.000,2021-11-20 15:26:00.000,2021-11-20 17:35:00.000,,2021-11-20 14:30:00.000,2021-11-20 14:26:00.000,2021-11-20 17:35:00.000,,AGP,BHX,LS,,NS,2021-11-12 01:41:16.000,2021-11-20 14:40:58.000
LS-1204-20211120-AGP-BHX,2021-11-20 15:30:00.000,2021-11-20 15:26:00.000,2021-11-20 17:35:00.000,,2021-11-20 14:30:00.000,2021-11-20 14:26:00.000,2021-11-20 17:35:00.000,,AGP,BHX,LS,,NS,2021-11-12 01:41:16.000,2021-11-20 14:43:11.000
LS-1204-20211120-AGP-BHX,2021-11-20 15:30:00.000,2021-11-20 15:26:00.000,2021-11-20 17:35:00.000,,2021-11-20 14:30:00.000,2021-11-20 14:26:00.000,2021-11-20 17:35:00.000,,AGP,BHX,LS,,NS,2021-11-12 01:41:16.000,2021-11-20 15:43:04.000
LS-1204-20211120-AGP-BHX,2021-11-20 15:30:00.000,2021-11-20 15:26:00.000,2021-11-20 17:35:00.000,,2021-11-20 14:30:00.000,2021-11-20 14:26:00.000,2021-11-20 17:35:00.000,,AGP,BHX,LS,,NS,2021-11-12 01:41:16.000,2021-11-20 16:19:46.000
LS-1204-20211120-AGP-BHX,2021-11-20 15:30:00.000,2021-11-20 15:26:00.000,2021-11-20 17:35:00.000,,2021-11-20 14:30:00.000,2021-11-20 14:26:00.000,2021-11-20 17:35:00.000,,AGP,BHX,LS,,NS,2021-11-12 01:41:16.000,2021-11-20 16:49:27.000
AZ-7760-20220611-FCO-LIS,2022-06-11 06:05:00.000,2022-06-11 06:08:00.000,2022-06-11 08:15:00.000,,2022-06-11 04:05:00.000,2022-06-11 04:08:00.000,2022-06-11 07:15:00.000,,FCO,LIS,AZ,,OT,2022-06-03 23:59:44.000,2022-06-11 04:22:06.000
AZ-7760-20220611-FCO-LIS,2022-06-11 06:05:00.000,2022-06-11 06:08:00.000,2022-06-11 08:15:00.000,,2022-06-11 04:05:00.000,2022-06-11 04:08:00.000,2022-06-11 07:15:00.000,,FCO,LIS,AZ,,NS,2022-06-03 23:59:44.000,2022-06-11 04:28:36.000
AZ-7760-20220611-FCO-LIS,2022-06-11 06:05:00.000,2022-06-11 06:08:00.000,2022-06-11 08:15:00.000,,2022-06-11 04:05:00.000,2022-06-11 04:08:00.000,2022-06-11 07:15:00.000,,FCO,LIS,AZ,,NS,2022-06-03 23:59:44.000,2022-06-11 07:05:52.000
HO-1306-20221014-HKG-NKG,2022-10-14 17:00:00.000,,2022-10-14 19:30:00.000,,2022-10-14 09:00:00.000,,2022-10-14 11:30:00.000,,HKG,NKG,HO,,,2022-10-06 00:43:47.000,2022-10-14 06:57:31.000
HO-1306-20221014-HKG-NKG,2022-10-14 17:00:00.000,,2022-10-14 19:30:00.000,,2022-10-14 09:00:00.000,,2022-10-14 11:30:00.000,,HKG,NKG,HO,,NS,2022-10-06 00:43:47.000,2022-10-14 09:29:24.000
HO-1306-20221014-HKG-NKG,2022-10-14 17:00:00.000,,2022-10-14 19:30:00.000,,2022-10-14 09:00:00.000,,2022-10-14 11:30:00.000,,HKG,NKG,HO,,NS,2022-10-06 00:43:47.000,2022-10-14 09:57:54.000
HO-1306-20221014-HKG-NKG,2022-10-14 17:00:00.000,,2022-10-14 19:30:00.000,,2022-10-14 09:00:00.000,,2022-10-14 11:30:00.000,,HKG,NKG,HO,,NS,2022-10-06 00:43:47.000,2022-10-14 10:34:18.000
HO-1306-20221014-HKG-NKG,2022-10-14 17:00:00.000,,2022-10-14 19:30:00.000,,2022-10-14 09:00:00.000,,2022-10-14 11:30:00.000,,HKG,NKG,HO,,NS,2022-10-06 00:43:47.000,2022-10-14 10:50:40.000
EW-9593-20211009-PMI-DUS,2021-10-09 17:50:00.000,,2021-10-09 20:15:00.000,,2021-10-09 15:50:00.000,,2021-10-09 18:15:00.000,,PMI,DUS,EW,,OT,2021-09-30 23:46:49.000,2021-10-09 17:11:30.000
IB-3314-20211220-MAD-ARN,2021-12-20 10:05:00.000,,2021-12-20 14:05:00.000,,2021-12-20 09:05:00.000,,2021-12-20 13:05:00.000,,MAD,ARN,IB,,OT,2021-12-12 00:48:19.000,2021-12-20 00:03:18.000
IB-3314-20211220-MAD-ARN,2021-12-20 10:05:00.000,,2021-12-20 14:05:00.000,,2021-12-20 09:05:00.000,,2021-12-20 13:05:00.000,,MAD,ARN,IB,,OT,2021-12-12 00:48:19.000,2021-12-20 07:42:36.000
IB-5214-20220714-MAD-IBZ,2022-07-14 20:50:00.000,,2022-07-14 22:05:00.000,,2022-07-14 18:50:00.000,,2022-07-14 20:05:00.000,,MAD,IBZ,IB,,NS,2022-07-06 00:44:56.000,2022-07-14 20:58:23.000
U2-8610-20210605-AGP-LGW,2021-06-05 17:15:00.000,,2021-06-05 19:05:00.000,,2021-06-05 15:15:00.000,,2021-06-05 18:05:00.000,,AGP,LGW,U2,,OT,2021-05-27 23:50:58.000,2021-06-05 04:38:00.000
IB-5214-20220714-MAD-IBZ,2022-07-14 20:50:00.000,,2022-07-14 22:05:00.000,,2022-07-14 18:50:00.000,,2022-07-14 20:05:00.000,,MAD,IBZ,IB,,OT,2022-07-06 00:44:56.000,2022-07-14 01:00:56.000
KL-932-20220616-DUB-AMS,2022-06-16 05:55:00.000,,2022-06-16 08:40:00.000,,2022-06-16 04:55:00.000,,2022-06-16 06:40:00.000,,DUB,AMS,KL,,,2022-06-08 00:15:47.000,2022-06-15 00:09:07.000
KL-932-20220616-DUB-AMS,2022-06-16 05:55:00.000,,2022-06-16 08:40:00.000,,2022-06-16 04:55:00.000,,2022-06-16 06:40:00.000,,DUB,AMS,KL,,NS,2022-06-08 00:15:47.000,2022-06-16 04:38:18.000
KL-932-20220616-DUB-AMS,2022-06-16 05:55:00.000,,2022-06-16 08:40:00.000,,2022-06-16 04:55:00.000,,2022-06-16 06:40:00.000,,DUB,AMS,KL,,NS,2022-06-08 00:15:47.000,2022-06-16 04:38:35.000
KL-932-20220616-DUB-AMS,2022-06-16 05:55:00.000,2022-06-16 06:19:00.000,2022-06-16 08:40:00.000,,2022-06-16 04:55:00.000,2022-06-16 05:19:00.000,2022-06-16 06:40:00.000,,DUB,AMS,KL,,NS,2022-06-08 00:15:47.000,2022-06-16 05:20:13.000
KL-932-20220616-DUB-AMS,2022-06-16 05:55:00.000,2022-06-16 06:19:00.000,2022-06-16 08:40:00.000,,2022-06-16 04:55:00.000,2022-06-16 05:19:00.000,2022-06-16 06:40:00.000,,DUB,AMS,KL,,NS,2022-06-08 00:15:47.000,2022-06-16 05:23:46.000
KL-932-20220616-DUB-AMS,2022-06-16 05:55:00.000,2022-06-16 06:19:00.000,2022-06-16 08:40:00.000,,2022-06-16 04:55:00.000,2022-06-16 05:19:00.000,2022-06-16 06:40:00.000,,DUB,AMS,KL,,NS,2022-06-08 00:15:47.000,2022-06-16 06:15:20.000
KL-932-20220616-DUB-AMS,2022-06-16 05:55:00.000,2022-06-16 06:19:00.000,2022-06-16 08:40:00.000,,2022-06-16 04:55:00.000,2022-06-16 05:19:00.000,2022-06-16 06:40:00.000,,DUB,AMS,KL,,NS,2022-06-08 00:15:47.000,2022-06-16 06:15:46.000
KL-932-20220616-DUB-AMS,2022-06-16 05:55:00.000,2022-06-16 06:19:00.000,2022-06-16 08:40:00.000,2022-06-16 08:47:00.000,2022-06-16 04:55:00.000,2022-06-16 05:19:00.000,2022-06-16 06:40:00.000,2022-06-16 06:47:00.000,DUB,AMS,KL,7,DY,2022-06-08 00:15:47.000,2022-06-16 07:01:02.000
IB-5214-20220714-MAD-IBZ,2022-07-14 20:50:00.000,,2022-07-14 22:05:00.000,,2022-07-14 18:50:00.000,,2022-07-14 20:05:00.000,,MAD,IBZ,IB,,OT,2022-07-06 00:44:56.000,2022-07-14 00:38:57.000
HO-1306-20221014-HKG-NKG,2022-10-14 17:00:00.000,2022-10-14 16:52:00.000,2022-10-14 19:30:00.000,,2022-10-14 09:00:00.000,2022-10-14 08:52:00.000,2022-10-14 11:30:00.000,,HKG,NKG,HO,,NS,2022-10-06 00:43:47.000,2022-10-14 17:07:19.000
CX-250-20221013-LHR-HKG,2022-10-13 18:20:00.000,2022-10-13 18:24:00.000,2022-10-14 13:45:00.000,,2022-10-13 17:20:00.000,2022-10-13 17:24:00.000,2022-10-14 05:45:00.000,,LHR,HKG,CX,,EY,2022-10-04 23:56:23.000,2022-10-13 17:27:48.000
EI-8337-20230630-DUB-LHR,2023-06-30 15:20:00.000,,2023-06-30 16:45:00.000,,2023-06-30 14:20:00.000,,2023-06-30 15:45:00.000,,DUB,LHR,EI,,OT,2023-06-16 02:58:21.000,2023-06-28 16:24:10.000
IB-5810-20230901-VLC-ORY,2023-09-01 20:30:00.000,,2023-09-01 22:35:00.000,,2023-09-01 18:30:00.000,,2023-09-01 20:35:00.000,,VLC,ORY,IB,,DY,2023-08-18 03:23:47.000,2023-09-01 17:35:41.000
B6-2289-20231011-AMS-JFK,2023-10-11 13:35:00.000,,2023-10-11 16:20:00.000,,2023-10-11 11:35:00.000,,2023-10-11 20:20:00.000,,AMS,JFK,B6,,EY,2023-09-12 06:02:21.000,2023-10-11 13:37:01.000
BA-572-20231020-LHR-MXP,2023-10-20 09:20:00.000,,2023-10-20 12:35:00.000,,2023-10-20 08:20:00.000,,2023-10-20 10:35:00.000,,LHR,MXP,BA,,OT,2023-09-21 02:30:15.000,2023-10-18 15:48:25.000
KL-1084-20230629-ORK-AMS,2023-06-29 06:10:00.000,,2023-06-29 09:00:00.000,,2023-06-29 05:10:00.000,,2023-06-29 07:00:00.000,,ORK,AMS,KL,,,2023-06-15 00:52:12.000,2023-06-28 16:01:37.000
KL-1084-20230629-ORK-AMS,2023-06-29 06:10:00.000,2023-06-29 06:08:00.000,2023-06-29 09:00:00.000,,2023-06-29 05:10:00.000,2023-06-29 05:08:00.000,2023-06-29 07:00:00.000,,ORK,AMS,KL,,NS,2023-06-15 00:52:12.000,2023-06-29 06:38:21.000
AF-4839-20230608-MAD-IBZ,2023-06-08 08:15:00.000,,2023-06-08 09:30:00.000,,2023-06-08 06:15:00.000,,2023-06-08 07:30:00.000,,MAD,IBZ,AF,,EY,2023-05-30 01:26:11.000,2023-06-08 04:53:03.000
B6-2289-20231011-AMS-JFK,2023-10-11 13:35:00.000,,2023-10-11 16:20:00.000,,2023-10-11 11:35:00.000,,2023-10-11 20:20:00.000,,AMS,JFK,B6,,,2023-09-12 06:02:21.000,2023-09-12 06:02:21.000
B6-2288-20231111-JFK-AMS,2023-11-11 19:41:00.000,,2023-11-12 09:20:00.000,,2023-11-12 00:41:00.000,,2023-11-12 08:20:00.000,,JFK,AMS,B6,,EY,2023-10-13 03:21:36.000,2023-11-12 00:47:07.000
B6-2288-20231111-JFK-AMS,2023-11-11 19:41:00.000,,2023-11-12 09:20:00.000,,2023-11-12 00:41:00.000,,2023-11-12 08:20:00.000,,JFK,AMS,B6,,EY,2023-10-13 03:21:36.000,2023-11-11 21:17:12.000
EW-6891-20231223-MUC-PMI,2023-12-23 10:55:00.000,,2023-12-23 13:05:00.000,,2023-12-23 09:55:00.000,,2023-12-23 12:05:00.000,,MUC,PMI,EW,,OT,2023-11-24 01:36:48.000,2023-12-23 07:04:56.000
B6-2288-20231111-JFK-AMS,2023-11-11 19:41:00.000,,2023-11-12 09:20:00.000,,2023-11-12 00:41:00.000,,2023-11-12 08:20:00.000,,JFK,AMS,B6,,,2023-10-13 03:21:37.000,2023-10-13 03:21:37.000
EI-8337-20230630-DUB-LHR,2023-06-30 15:20:00.000,2023-06-30 16:15:00.000,2023-06-30 16:45:00.000,,2023-06-30 14:20:00.000,2023-06-30 15:15:00.000,2023-06-30 15:45:00.000,,DUB,LHR,EI,,DY,2023-06-16 02:58:21.000,2023-06-30 15:56:40.000
BA-572-20231020-LHR-MXP,2023-10-20 09:20:00.000,,2023-10-20 12:35:00.000,,2023-10-20 08:20:00.000,,2023-10-20 10:35:00.000,,LHR,MXP,BA,,OT,2023-09-21 02:30:15.000,2023-10-18 17:02:53.000
BA-8461-20240401-LCY-IBZ,2024-04-01 10:55:00.000,2024-04-01 10:59:00.000,2024-04-01 14:20:00.000,,2024-04-01 09:55:00.000,2024-04-01 09:59:00.000,2024-04-01 12:20:00.000,,LCY,IBZ,BA,,NS,2024-03-03 01:26:53.000,2024-04-01 12:23:12.000
BA-8461-20240401-LCY-IBZ,2024-04-01 10:55:00.000,2024-04-01 10:59:00.000,2024-04-01 14:20:00.000,,2024-04-01 09:55:00.000,2024-04-01 09:59:00.000,2024-04-01 12:20:00.000,,LCY,IBZ,BA,,NS,2024-03-03 01:26:53.000,2024-04-01 12:23:13.000
